"","RMSE","MAE","MAPE","MASE",""
"","RMSE","MAE","MAPE","MASE","WineMakerLoss"
"RF_500_9_20","0.521751356192507","0.397238825619765","7.46253925919472","0.623119726462377","71.2586657289222"
"RF_500_10_5","0.506903321537171","0.3760584375","7.10394347718254","0.589895588235294","66.9449339285714"
"RF_500_10_10","0.511340168553828","0.382578851686508","7.21858462301587","0.600123688920013","68.8374616650132"
"RF_500_10_15","0.515322641154037","0.389716069347319","7.34008529729405","0.611319324466383","69.7089153710541"
"RF_500_10_20","0.521410219548654","0.39482679630424","7.42560392330951","0.619336151065474","71.1117336407227"
"RF_500_11_5","0.50633043921984","0.373869166666667","7.060084375","0.586461437908497","67.3188034722222"
"RF_500_11_10","0.511884541549043","0.381412599206349","7.19377638032644","0.598294273264862","68.0024794205877"
"RF_500_11_15","0.515522730781332","0.389291063034188","7.33502333814912","0.610652647896765","69.8864957892801"
"RF_500_11_20","0.517509499983291","0.393204710143523","7.39256342384157","0.616791702185919","69.099476485651"
"RF_600_2_5","0.508024145059794","0.384190104166667","7.26406212797619","0.60265114379085","73.0236362020503"
"RF_600_2_10","0.514376580508313","0.394668599123677","7.44716566599151","0.619087998625376","74.7269299561839"
"RF_600_2_15","0.522414088451805","0.403677019479363","7.60697014835844","0.633218854085275","74.947458887508"
"RF_600_2_20","0.52844351960589","0.41230918553243","7.75964431823567","0.646759506717537","76.0609305125501"
"RF_600_3_5","0.510051424441542","0.384649652777778","7.26642600859788","0.603372004357298","71.4255148396164"
"RF_600_3_10","0.514382054580009","0.392592935681217","7.40213529315083","0.615832055970537","73.8883904015889"
"RF_600_3_15","0.519654239778409","0.400425497968467","7.53742474849232","0.62811842818583","74.6905916376048"
"RF_600_3_20","0.525363304675514","0.406300182262545","7.64629478524345","0.637333619235365","74.5865664288652"
"RF_600_4_5","0.507988882290516","0.380736892361111","7.1872761760086","0.597234340958606","70.2380305886243"
"RF_600_4_10","0.515802885698214","0.391713012566137","7.38445998086734","0.61445178441747","71.2337353611583"
"RF_600_4_15","0.520011590595749","0.398516740377678","7.50298514960913","0.625124298631652","72.0932241626938"
"RF_600_4_20","0.523594131107428","0.404731641889515","7.61315403280956","0.634873163748259","72.6750824917289"
"RF_600_5_5","0.507613221882088","0.377917534722222","7.13816954985119","0.592811819172113","67.4405363756614"
"RF_600_5_10","0.516432659263552","0.39024644510582","7.35542397895212","0.612151286440502","70.9563063832593"
"RF_600_5_15","0.517572642919924","0.395283659714128","7.43366419877245","0.620052799551574","72.7481780525884"
"RF_600_5_20","0.520883247709601","0.399738214193004","7.51496397356252","0.627040335989026","71.7838306523579"
"RF_600_6_5","0.5111982604478","0.380849565972222","7.19402878017526","0.597411083877996","69.530658192791"
"RF_600_6_10","0.515035066432188","0.389108790095899","7.33332469854261","0.610366729562195","68.2170795520754"
"RF_600_6_15","0.51853406820237","0.395595044307544","7.44010045430381","0.620541245972618","70.3737182581459"
"RF_600_6_20","0.522352280626299","0.399046744890109","7.5006087166408","0.625955678258995","71.344624697315"
"RF_600_7_5","0.505400707727378","0.374896875","7.08024261119378","0.588073529411765","67.5569842923281"
"RF_600_7_10","0.512810992550763","0.38449068287037","7.25170255490796","0.603122639796659","69.1180902019951"
"RF_600_7_15","0.518167435467577","0.392733378239237","7.39551125421405","0.616052358022333","69.3597468692091"
"RF_600_7_20","0.52491086532666","0.401965150452958","7.55746388501677","0.630533569337973","73.021451475913"
"RF_600_8_5","0.504360810561666","0.372351822916667","7.0348468708664","0.584081290849673","68.2569578373016"
"RF_600_8_10","0.513766668182037","0.38577181712963","7.27023121648833","0.605132262164125","68.4011325940098"
"RF_600_8_15","0.516705793897214","0.391546684550981","7.36631076092083","0.61419087772703","69.1737705600795"
"RF_600_8_20","0.523550255936551","0.398269768564889","7.48442042445142","0.624736891866493","71.0678458000893"
"RF_600_9_5","0.507643850064582","0.374761024305556","7.06943078290344","0.587860430283225","67.079007895172"
"RF_600_9_10","0.515490351023527","0.387804592427249","7.31273905064051","0.608320929297645","69.493106649778"
"RF_600_9_15","0.519320032677163","0.391868396924256","7.37733865337223","0.614695524587069","70.7989996486992"
"RF_600_9_20","0.522497534175477","0.398097249894413","7.4797848060689","0.624466274344178","71.3538529331066"
"RF_600_10_5","0.506740715546171","0.3758921875","7.10052697172619","0.589634803921569","66.8275815145503"
"RF_600_10_10","0.511525322419487","0.382505119460979","7.21700344097419","0.600008030527026","68.8336254045021"
"RF_600_10_15","0.515953812941207","0.390508924076502","7.35153296775046","0.612563018159219","68.7599801346002"
"RF_600_10_20","0.521192463682821","0.395102908675611","7.4297009479381","0.619769268510762","71.7525188154882"
"RF_600_11_5","0.505864016114488","0.374156684027778","7.06614035631614","0.586912445533769","66.6308667741402"
"RF_600_11_10","0.511746580035685","0.381130931712963","7.1884524328684","0.597852441902687","67.9902197646999"
"RF_600_11_15","0.515379709700103","0.388877447899323","7.32552355839879","0.610003839842075","69.7946040496788"
"RF_600_11_20","0.517345956719855","0.393336660891599","7.39506267616747","0.616998683751528","69.7621048857518"
"RF_700_2_5","0.508594468015226","0.384133726615646","7.26294541879252","0.6025627084167","73.0270308602608"
"RF_700_2_10","0.514268777897169","0.394502101048753","7.44577378295068","0.618826825174514","75.6192404277683"
"RF_700_2_15","0.522067390101063","0.403273280353079","7.60147865110695","0.632585537808752","74.9944461888498"
"RF_700_2_20","0.529073109802123","0.412332798705932","7.76141151156803","0.646796546989698","77.0576072878561"
"RF_700_3_5","0.509929413728204","0.38414337797619","7.25484803713152","0.602577847805789","71.3493711026077"
"RF_700_3_10","0.514446058050158","0.392873017644558","7.4059309828346","0.616271400226757","72.8753447294096"
"RF_700_3_15","0.519897871026211","0.400628819209065","7.54213966684829","0.6284373634652","74.7416539325305"
"RF_700_3_20","0.52560771707122","0.405999336888632","7.64031283122693","0.636861704923345","74.5703870536631"
"RF_700_4_5","0.507294409711605","0.380163616071428","7.17864073129252","0.596335084033613","70.2512044713718"
"RF_700_4_10","0.51467586759466","0.390753112599206","7.36653286589933","0.612946058979147","72.0851837097438"
"RF_700_4_15","0.519781308682326","0.398692323896342","7.50509884749103","0.625399723758968","72.056658313519"
"RF_700_4_20","0.52359299553743","0.404553508174889","7.60934758850545","0.634593738313552","72.6857966453945"
"RF_700_5_5","0.508423482985345","0.378385193452381","7.14713769309807","0.593545401493931","68.4391047689909"
"RF_700_5_10","0.516213496018663","0.389998005243764","7.35222491475509","0.611761576852964","70.9777474886284"
"RF_700_5_15","0.517707957422775","0.395041159522521","7.43111743702017","0.61967240709415","72.1615157477868"
"RF_700_5_20","0.520856594914172","0.399130127838769","7.50372305017337","0.626086475041206","71.6200310494327"
"RF_700_6_5","0.509607175532525","0.379594568452381","7.17053351757369","0.59544246031746","69.292185303288"
"RF_700_6_10","0.515512108862703","0.389523722718254","7.33907746784229","0.611017604263928","69.2318500609073"
"RF_700_6_15","0.518548037684667","0.395233920060594","7.43451441712459","0.619974776565638","71.2431431321595"
"RF_700_6_20","0.521741055517739","0.399037958640317","7.49799161247276","0.62594189590638","71.2112799616239"
"RF_700_7_5","0.505623053551215","0.374811458333333","7.07924890164399","0.58793954248366","67.5922999929138"
"RF_700_7_10","0.513147953894681","0.384958974631519","7.26175039480078","0.603857215108266","69.2837330336896"
"RF_700_7_15","0.518291771566298","0.392963018727304","7.40088228737467","0.616412578395771","70.3311691793538"
"RF_700_7_20","0.524746017359974","0.401684475718137","7.55348734214066","0.630093295244137","73.0188547112902"
"RF_700_8_5","0.504644185345973","0.373369419642857","7.05097632334184","0.585677521008403","68.2917872732426"
"RF_700_8_10","0.514181221766559","0.386342424886621","7.28222817945382","0.606027333155484","70.1142924908554"
"RF_700_8_15","0.517705038991692","0.392387705449313","7.38136912503183","0.615510126195","69.0130609288257"
"RF_700_8_20","0.52260635612033","0.398261440986862","7.48252366995308","0.624723828998999","70.0764277354576"
"RF_700_9_5","0.507808589119774","0.3753625","7.0828344848356","0.588803921568627","67.1836674461452"
"RF_700_9_10","0.515234384740728","0.387139535501701","7.29973085638025","0.607277702747766","69.4409250291882"
